ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensityEdge_PI,Intensity_IntegratedIntensity_DAPI,Intensity_IntegratedIntensity_PI,Intensity_LowerQuartileIntensity_DAPI,Intensity_LowerQuartileIntensity_PI,Intensity_MADIntensity_DAPI,Intensity_MADIntensity_PI,Intensity_MassDisplacement_DAPI,Intensity_MassDisplacement_PI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PI,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PI,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PI,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PI,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PI,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PI,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PI,Number_Object_Number
1,570,4.630991094,3.387258712,45.45639744,17.22690172,0.054940108,0.032104984,0.029953461,0.001266498,0.219484481,0.267163896,0.067505911,0.037888151,0.178362712,0.037888151,0.044528761,0.032569795,0.087753663,0.033256567,0.088334478,0.033264667,0.037308309,0.028747998,0.037308309,0.028747998,0.00584968,0.001971384,0.034032954,0.001729388,0.113153279,0.034561686,570
1,571,5.147692088,3.926100582,71.23523318,24.76192882,0.062890058,0.031326771,0.025574122,0.000930801,0.530665633,0.137359685,0.056000609,0.03695735,0.188159004,0.03695735,0.041513646,0.031662101,0.092875141,0.032284131,0.095605403,0.032211795,0.034348059,0.027908752,0.034348059,0.027908752,0.004243641,0.001498232,0.035118736,0.001364875,0.117479213,0.033203632,571
1,572,5.777920194,4.205752647,82.96565187,26.46924552,0.059922178,0.032627605,0.041916534,0.001403827,0.339997706,0.13402596,0.062485695,0.038101777,0.217608914,0.040131226,0.045140002,0.032857443,0.106776901,0.034065953,0.107255667,0.0339971,0.037460897,0.028885329,0.037460897,0.028885329,0.004239268,0.00206375,0.046773058,0.001941776,0.144224465,0.035427634,572
1,573,5.446646839,3.883863583,47.01986733,21.61828034,0.057831693,0.031845577,0.013153281,0.001083389,0.232338897,0.110621504,0.065857939,0.036514841,0.120225832,0.038117036,0.045388724,0.03236553,0.071676627,0.032954696,0.072556652,0.032898452,0.037186235,0.029449912,0.037186235,0.029236287,0.006174452,0.001484473,0.018762125,0.001476885,0.084016174,0.034012359,573
1,574,5.847302981,4.086198216,80.61988259,25.14283977,0.057862211,0.031006332,0.038864732,0.001480125,0.260843965,0.208895692,0.06657511,0.037277792,0.200686663,0.038010225,0.04429775,0.030956047,0.103891601,0.032400567,0.108827345,0.032471199,0.035767149,0.026199741,0.035767149,0.026199741,0.005395279,0.002517885,0.044249611,0.002089583,0.13881132,0.033951323,574
1,575,4.117357153,3.351277951,49.56234081,17.40057988,0.051361866,0.033386741,0.045227736,0.001754787,0.385959924,0.3041272,0.052887771,0.040375371,0.205722138,0.042252231,0.042013849,0.034196714,0.099924074,0.035081814,0.09872587,0.034897383,0.035873961,0.029739834,0.035873961,0.029739834,0.003468433,0.002461751,0.047508198,0.002195338,0.140367746,0.036865797,575
1,576,4.418326084,3.581582371,79.45148396,19.25772496,0.054306858,0.035660334,0.060906382,0.001312276,0.365780226,0.070314014,0.062638283,0.041870758,0.428061336,0.041886017,0.044183261,0.035815824,0.15249805,0.036963004,0.106141753,0.036987869,0.035248339,0.031769283,0.035248339,0.031769283,0.004579332,0.001753409,0.114790516,0.001797397,0.239391167,0.038235296,576
1,577,5.548897557,4.468543548,80.07380794,28.19000537,0.06337072,0.033112079,0.021744102,0.001129169,0.337058927,0.039170013,0.053650722,0.040131226,0.166048676,0.040131226,0.041721034,0.033598072,0.097176951,0.034211172,0.109468222,0.034180209,0.035065234,0.029724576,0.035065234,0.029724576,0.004357556,0.002018219,0.034760461,0.00164685,0.123781189,0.035385672,577
1,578,4.028198693,2.953475252,37.36972616,13.63091483,0.057175556,0.033127338,0.036301211,0.001388572,0.383525781,0.21101675,0.063721679,0.039719235,0.171328291,0.03996338,0.045774985,0.033562219,0.094847021,0.034596231,0.094865337,0.034515906,0.037628748,0.029114215,0.037628748,0.029114215,0.00626762,0.002487468,0.038835432,0.002114838,0.129312582,0.035896849,578
1,579,3.994537277,3.408514544,47.01379422,19.62569626,0.047539484,0.029179065,0.021721218,0.000854505,0.303178863,0.143318423,0.046128023,0.033676662,0.124635689,0.034195468,0.035039801,0.02989925,0.071996622,0.030054665,0.074769206,0.030014496,0.029297322,0.027191577,0.029297322,0.026123445,0.003931038,0.001406927,0.02611654,0.001259398,0.092362858,0.03088426,579
1,580,4.455191892,3.736964978,44.49259178,19.57416656,0.050804913,0.033546958,0.024460211,0.001220722,0.329789228,0.13951194,0.054795146,0.038406957,0.140581369,0.040024415,0.040501744,0.033972409,0.079168313,0.034829478,0.084016174,0.034592204,0.033188373,0.031219959,0.033188373,0.030701153,0.004682656,0.001763036,0.02844347,0.001761403,0.102395669,0.036102846,580
1,581,5.607705824,3.970687427,74.85812166,23.00593585,0.068925001,0.033142596,0.032349132,0.001586936,0.522983229,0.386692632,0.064118408,0.043900207,0.219211102,0.052155338,0.047522931,0.033649893,0.113766142,0.034963428,0.121782251,0.034592204,0.038178071,0.027817197,0.038178071,0.027817197,0.005486847,0.003328764,0.046291024,0.003093628,0.145754173,0.036285955,581
1,582,5.122957204,4.327885887,85.92701616,27.15669497,0.057526512,0.034363318,0.046738386,0.001251239,0.207450543,0.170908458,0.057984285,0.054810409,0.211795226,0.054810409,0.041650059,0.035186064,0.11336018,0.035826774,0.12106508,0.035553522,0.035141528,0.028259709,0.035141528,0.028259709,0.004743556,0.005319384,0.052580986,0.002882934,0.159182116,0.036858167,582
1,583,5.147646341,3.310658451,37.46878779,15.26593429,0.06678874,0.032013427,0.015075915,0.001083393,0.28299513,0.147000029,0.077592127,0.038056001,0.152681768,0.038056001,0.051476463,0.033106585,0.081453886,0.033186814,0.08252079,0.033035781,0.039444573,0.030258641,0.039444573,0.029816128,0.008234894,0.001845382,0.021850393,0.00162367,0.096864268,0.034256503,583
1,584,5.543694217,4.104676906,87.70302898,25.85717566,0.058762494,0.033600368,0.052796215,0.001159687,0.38914269,0.170349257,0.054306857,0.037262533,0.246112764,0.03996338,0.044707211,0.033102233,0.117880415,0.034754268,0.122377358,0.034897383,0.037979707,0.028488593,0.037979707,0.028488593,0.003548593,0.001820179,0.05694902,0.001879481,0.163012132,0.036011294,584
1,585,4.949523158,3.54990465,81.43111337,23.00279249,0.05693141,0.030365454,0.0427863,0.001541164,0.343849032,0.279800494,0.066590369,0.036209658,0.24861525,0.037399862,0.041945112,0.030083938,0.113098769,0.031948323,0.12402533,0.032074463,0.033188373,0.026703289,0.033188373,0.026550699,0.004743395,0.002188601,0.052812845,0.002203402,0.156542301,0.033463035,585
1,586,4.537895795,4.198657252,87.08133059,23.80347918,0.051194018,0.0338674,0.039337758,0.002334628,0.681550016,1.355792181,0.05255207,0.071595334,0.520256341,0.075181201,0.043218055,0.039987212,0.148602953,0.040620272,0.083039597,0.035461966,0.037186235,0.0312047,0.037186235,0.030838484,0.003629029,0.011318681,0.130307476,0.010825334,0.219974056,0.04288548,586
1,587,5.253574457,4.424704397,83.78118565,27.33919293,0.05118639,0.034485389,0.051430529,0.001297018,0.747022933,0.163440769,0.051148243,0.04008545,0.261356533,0.040497445,0.040412111,0.034036188,0.109232315,0.035644319,0.113084611,0.035767149,0.034744792,0.028534371,0.034744792,0.028534371,0.003204228,0.002075217,0.056721269,0.0020196,0.151712824,0.037094682,587
1,588,3.93640041,3.0350042,41.10501264,15.01145957,0.056038758,0.032051574,0.033707179,0.001007095,0.349630397,0.090463974,0.057419699,0.035507742,0.171480894,0.037338827,0.041435794,0.031947413,0.090539675,0.033064889,0.0923476,0.03305104,0.032059204,0.028656444,0.032059204,0.028656444,0.005232977,0.00140926,0.037283994,0.001520076,0.122323949,0.034065768,588
1,589,4.858487844,3.55556573,48.00531023,20.28477916,0.056023498,0.031513695,0.02044709,0.001098648,0.158091517,0.215415327,0.059479669,0.036865797,0.136476696,0.038651101,0.044168071,0.032323325,0.077303237,0.032664701,0.077897307,0.032471199,0.036224917,0.028717479,0.036224917,0.028610665,0.004933543,0.002018955,0.024180446,0.001633279,0.097165637,0.033768214,589
1,590,5.061127666,3.686747557,76.50382246,22.59998477,0.059731442,0.031734951,0.044327457,0.001419088,0.537538748,0.175184536,0.053833831,0.036301214,0.229648277,0.038559549,0.043630411,0.031782307,0.112011453,0.03308929,0.117700465,0.03310445,0.036469061,0.028091859,0.036469061,0.027985046,0.003876538,0.002089421,0.049975473,0.002043746,0.153620202,0.034550242,590
1,591,5.369588787,4.354802802,88.05626011,26.84844743,0.064171813,0.032715343,0.040947583,0.001220722,0.364748203,0.225507878,0.059769589,0.037949186,0.203616396,0.038483255,0.040678703,0.03299093,0.111322706,0.033942411,0.121301595,0.034042876,0.029861907,0.028320745,0.029861907,0.028320745,0.005979396,0.001814432,0.049291884,0.0016573,0.150976583,0.035202563,591
1,592,4.879835185,3.89747463,77.96545358,23.95526058,0.060929276,0.032425422,0.042633712,0.001037613,0.702906788,0.070560582,0.056488898,0.0365301,0.20556955,0.03729305,0.040665293,0.032478955,0.108890298,0.033457068,0.116044864,0.033463035,0.032562751,0.029480431,0.032562751,0.029449912,0.005225753,0.001572378,0.048522882,0.001521187,0.151094839,0.034485389,592
1,593,6.256183753,4.936293606,207.3726102,49.79403388,0.055252917,0.029678797,0.051300831,0.004821852,0.690483083,0.657737378,0.050400548,0.039703976,0.549980938,0.05243,0.037687854,0.029736708,0.146449583,0.035165278,0.096101321,0.034027617,0.030914778,0.025619898,0.030914778,0.024261845,0.00367318,0.00319466,0.124107272,0.006433095,0.197222859,0.039597161,593
1,594,4.805218587,3.807888921,48.76668964,20.57210658,0.051995117,0.031441215,0.023147933,0.000991836,0.683125437,0.148211282,0.05899138,0.03541619,0.136736095,0.036697946,0.040379988,0.031999067,0.076919069,0.032448118,0.077347979,0.032379646,0.030838484,0.028992143,0.030838484,0.028381782,0.005239458,0.00146504,0.027783346,0.001479385,0.098336764,0.033424888,594
1,595,3.700709565,3.225146875,46.23913945,18.83639285,0.047577631,0.029449912,0.025650412,0.001129165,0.367608099,0.187324706,0.049637597,0.03262379,0.15184252,0.035126269,0.034265829,0.029862471,0.075063538,0.03057856,0.073029682,0.030457009,0.029266804,0.027328908,0.029266804,0.026596475,0.003717512,0.001252786,0.031373322,0.001528357,0.098802164,0.031723507,595
1,596,4.937590644,3.86425578,81.03567568,23.48354325,0.05680171,0.033188373,0.053986423,0.001647975,0.522334234,0.402445331,0.057221331,0.039856564,0.244312197,0.04132143,0.042565437,0.03331255,0.120230973,0.034842052,0.128603041,0.034744792,0.034103915,0.029114215,0.034103915,0.027939269,0.004153723,0.002252539,0.059873196,0.002452399,0.16942092,0.0365301,596
1,597,5.911146726,4.173037324,86.96644552,25.37621129,0.057763028,0.031780727,0.050919354,0.001327535,0.530661578,0.216852202,0.075867854,0.038178071,0.242160678,0.038727399,0.045470359,0.032100287,0.113385196,0.033085021,0.113313496,0.032829786,0.03901732,0.027649349,0.03901732,0.027649349,0.005312086,0.002295895,0.054256391,0.002020911,0.157187,0.034393836,597
1,598,5.125124007,3.922255317,84.11197092,24.96293595,0.063164722,0.033432517,0.044769973,0.000991836,0.245871274,0.145223832,0.055313956,0.037460897,0.211154342,0.039948121,0.043433254,0.033239452,0.115856709,0.034384209,0.125932708,0.034424353,0.03605707,0.030136568,0.03605707,0.030136568,0.003831789,0.00156267,0.050918832,0.001560287,0.159922183,0.03541619,598
1,599,6.027679879,4.326268403,81.96264602,26.7670558,0.062706947,0.033272296,0.032791629,0.000961319,0.189592979,0.109662853,0.067170218,0.037918668,0.191882193,0.037918668,0.047091249,0.033798972,0.104811568,0.034228972,0.111146718,0.034195468,0.040192265,0.030472267,0.040192265,0.030472267,0.004657217,0.001476033,0.040128418,0.001371207,0.138262004,0.035172045,599
1,600,5.282047782,4.36893264,79.96440083,27.50714893,0.052475777,0.033646144,0.043945983,0.001281757,0.546217357,0.253856664,0.055786986,0.037552454,0.235324636,0.040146485,0.040946107,0.033867695,0.101477666,0.034907549,0.104722664,0.035141528,0.034500647,0.029068436,0.034500647,0.029068436,0.004132215,0.001987518,0.047841503,0.00195823,0.141054392,0.03617914,600
1,601,5.0182193,3.948821267,87.19504078,21.3439079,0.061955445,0.035767149,0.074555576,0.00128939,0.230791243,0.203976474,0.077042803,0.048111696,0.394811928,0.048111696,0.04440902,0.034945321,0.150077523,0.036736502,0.129159987,0.037247274,0.033630885,0.027908752,0.033630885,0.027908752,0.007800702,0.004138011,0.095679364,0.002786958,0.222697798,0.038422216,601
1,602,4.382284293,3.617242716,45.9032273,20.29983985,0.051281759,0.029678797,0.016685739,0.000854505,0.088039234,0.088947696,0.049393453,0.032745861,0.107438773,0.034531165,0.036519036,0.030143689,0.069027409,0.030526075,0.073815517,0.030487526,0.029159991,0.027298391,0.029159991,0.027237354,0.004205927,0.001167948,0.021289589,0.001213474,0.086480506,0.031383995,602
1,603,4.827893496,3.751659431,51.86054774,20.54024572,0.052338444,0.034287021,0.033188369,0.001037613,0.139337953,0.080476392,0.059555963,0.037506677,0.174792096,0.040527962,0.043889941,0.034105995,0.08910747,0.035292518,0.088105589,0.035385672,0.036835279,0.029861907,0.036835279,0.029861907,0.005140188,0.001645043,0.036553149,0.001648711,0.119394217,0.036362249,603
1,604,4.19884032,3.268329905,45.35786993,16.70519573,0.051457237,0.031254292,0.036125736,0.001434349,0.471326656,0.310044329,0.054886702,0.040238041,0.167589843,0.041000992,0.041988403,0.032683299,0.089817564,0.033079596,0.090478372,0.032425422,0.034180209,0.027344167,0.034180209,0.027344167,0.005228093,0.00310973,0.038041366,0.002545619,0.123399712,0.034523536,604
1,605,5.537682172,4.445319317,78.75226993,29.04205399,0.066624701,0.034897383,0.025192641,0.001037613,0.273743279,0.151897659,0.061585411,0.037842374,0.17901884,0.040863659,0.043263142,0.034729057,0.097345204,0.035898707,0.103967346,0.035889219,0.036682688,0.031021591,0.036682688,0.031021591,0.00490197,0.00154728,0.035162932,0.001589313,0.124204621,0.036968794,605
1,606,4.842099644,3.770946838,100.1728694,22.42003514,0.052819103,0.035065234,0.045441367,0.001052871,0.942608577,0.190153573,0.063157089,0.037979707,0.529457569,0.040955216,0.044019088,0.034281335,0.160791123,0.035987215,0.089517053,0.036133364,0.037689783,0.028809033,0.037689783,0.028564889,0.004793054,0.002037578,0.138714864,0.001868205,0.253028907,0.037170976,606
1,607,6.262027964,3.667856894,42.40024425,17.20659195,0.064805068,0.033012893,0.018936448,0.001770046,0.476470803,0.265189888,0.098527506,0.037155718,0.166781113,0.041962311,0.055910964,0.032748722,0.085830454,0.034831158,0.082475014,0.034668498,0.039230946,0.028091859,0.039230946,0.028091859,0.016655971,0.00216414,0.029598957,0.002618692,0.103753719,0.03665217,607
1,608,5.745754216,4.163851378,89.61217676,27.24281691,0.058442052,0.032326236,0.040253304,0.001251239,0.167669706,0.231863647,0.061295491,0.036896314,0.228625923,0.038956285,0.04454073,0.032277918,0.110632317,0.033633107,0.117448695,0.033386741,0.037064165,0.029037919,0.037064165,0.029037919,0.004220056,0.001542031,0.048125623,0.001903653,0.148821235,0.034859236,608
1,609,3.531563293,1.762874804,9.930022143,4.299092099,0.059811552,0.032890823,0.020271607,0.000991836,0.440177736,0.101798572,0.12603952,0.037155718,0.12603952,0.037232015,0.067914679,0.033901439,0.078189151,0.033851119,0.075387198,0.033745326,0.04103151,0.030991074,0.04103151,0.030991074,0.027877107,0.001572856,0.023803205,0.001396198,0.098805981,0.03487831,609
1,610,4.421545755,3.282932794,47.84084843,17.94232096,0.059708554,0.032940414,0.02684062,0.001281757,0.06999863,0.095290528,0.059754331,0.037415121,0.157091632,0.039200429,0.043348488,0.032185616,0.091125426,0.034175849,0.097421225,0.034439612,0.035568781,0.027344167,0.035568781,0.027344167,0.00421218,0.001906802,0.032888544,0.001936159,0.119291216,0.035580225,610
1,611,4.831967652,3.490287643,51.37177076,19.59423214,0.051117722,0.028519113,0.022659644,0.001159687,0.317922525,0.225814193,0.05958648,0.033417258,0.131898984,0.03387503,0.040266397,0.02908573,0.077836016,0.029688231,0.083192185,0.029678797,0.032013427,0.02589456,0.032013427,0.025299458,0.004956472,0.001611611,0.026865591,0.001660491,0.100862138,0.030838484,611
1,612,4.981796023,3.834668495,56.5883728,21.36383615,0.05671397,0.031601433,0.029259173,0.001007099,0.407582453,0.190023529,0.05633631,0.037567712,0.159166858,0.037567712,0.041514967,0.031955571,0.086394462,0.032616544,0.086091403,0.03257801,0.033615626,0.028183414,0.033615626,0.028183414,0.004831843,0.00164518,0.03269085,0.001505199,0.115243763,0.0336347,612
1,613,5.333196007,4.14699018,81.93740748,26.79157715,0.065159837,0.030701153,0.026253141,0.000816358,0.637549571,0.165890889,0.052887771,0.035065234,0.193408102,0.035141528,0.040403,0.031416592,0.096510492,0.031556628,0.102052338,0.031486992,0.033142596,0.028824292,0.033142596,0.027344167,0.004209817,0.001351105,0.036639973,0.001219349,0.122331582,0.032349128,613
1,614,4.627206836,3.361226825,43.41925691,17.46771955,0.061158162,0.031692989,0.019516289,0.00111391,0.145394802,0.244950626,0.058564126,0.036972608,0.140230417,0.038101777,0.044492373,0.032319489,0.081615145,0.032834059,0.083649956,0.032684825,0.035507742,0.028244449,0.035507742,0.028244449,0.005788868,0.001937407,0.025672755,0.001608582,0.102128632,0.033981841,614
1,615,9.027405206,6.547936222,156.1420309,49.36455347,0.07814908,0.033302814,0.029785611,0.001235984,0.63807646,0.104472603,0.061432824,0.03930724,0.193820089,0.04150454,0.046533017,0.033752249,0.109496515,0.034617499,0.114152744,0.034546427,0.039230946,0.030075531,0.039230946,0.030075531,0.004598284,0.001871497,0.039854781,0.001863735,0.141130701,0.035774779,615
1,616,5.247974351,3.054398423,30.93577477,13.1879454,0.054837109,0.032463569,0.02023346,0.001472495,0.458292434,0.221128956,0.130251005,0.03871214,0.130251005,0.03871214,0.057670048,0.033564818,0.079526413,0.033902173,0.082825974,0.033646144,0.041306172,0.028473334,0.041306172,0.028473334,0.024016445,0.002428556,0.024449228,0.001955162,0.101262681,0.035355154,616
1,617,5.025024798,3.939543758,54.2222477,21.11914255,0.057320517,0.033112079,0.025406271,0.001060501,0.157227227,0.161406589,0.058793012,0.03747616,0.163271531,0.03913939,0.042584956,0.033385964,0.087596523,0.034118162,0.091607541,0.034157321,0.035828184,0.028519113,0.035828184,0.028519113,0.004795468,0.00192418,0.032225072,0.001675348,0.110959791,0.035282675,617
1,618,3.303624008,1.653650723,8.401373316,3.930525681,0.053238727,0.031448845,0.013855193,0.000717174,0.461660693,0.05147986,0.116365299,0.035934996,0.116365299,0.035934996,0.064776941,0.032424524,0.068863716,0.032217424,0.065766387,0.032120243,0.039368276,0.030426489,0.039368276,0.029678797,0.022899156,0.001320891,0.018547418,0.001190499,0.084138244,0.03292134,618
1,619,4.449134067,3.082566584,38.03903259,15.54441144,0.05864042,0.032356758,0.019333184,0.000961319,0.187994914,0.111029702,0.068009458,0.036087587,0.147371635,0.037170976,0.047331213,0.032793262,0.081628825,0.033357106,0.082505532,0.033310443,0.03700313,0.029587243,0.03700313,0.029587243,0.006801143,0.001575241,0.025476982,0.001430454,0.100480661,0.034309912,619
1,620,6.94810408,3.585152982,32.95669504,14.18970022,0.056420232,0.031555656,0.018051423,0.00141146,0.309709726,0.217540842,0.115953304,0.036987871,0.137346461,0.036987871,0.062036644,0.032010294,0.07646565,0.032922738,0.072205693,0.032906082,0.039734494,0.028809033,0.039734494,0.028809033,0.023432121,0.001592424,0.024393586,0.001840487,0.094453344,0.034397651,620
1,621,5.616128795,4.187518129,88.18355088,28.1131305,0.061272603,0.034775309,0.044968337,0.002243079,0.911642532,0.203912683,0.077286944,0.044113833,0.239856571,0.055405509,0.04492903,0.033500145,0.117578068,0.037484174,0.132707715,0.036972608,0.037918668,0.027924011,0.037918668,0.027924011,0.005835312,0.002397372,0.053800797,0.0041933,0.159281299,0.039375905,621
1,622,6.041412979,4.512596317,90.17569252,28.22624558,0.058358129,0.03321889,0.044251159,0.001190204,0.205032755,0.128784885,0.063920043,0.041870758,0.20444037,0.041870758,0.045085171,0.033676092,0.109702789,0.034338498,0.112108037,0.034409095,0.037964448,0.028946364,0.037964448,0.028946364,0.004771853,0.002461333,0.048499412,0.001928222,0.15039292,0.035561152,622
1,623,5.594827224,4.151827298,89.49723055,26.46193654,0.06323339,0.033829253,0.048996717,0.001251239,0.409086388,0.184622111,0.061539635,0.037232015,0.25107196,0.040665295,0.045119574,0.033482478,0.11838258,0.035002562,0.121156633,0.03511101,0.037369344,0.028534371,0.037369344,0.028534371,0.004251935,0.001993283,0.055022592,0.001892269,0.161532,0.036316473,623
1,624,5.163363114,4.191744866,62.73009849,24.66491194,0.058693829,0.033550773,0.028130006,0.00112154,0.442518214,0.101385174,0.055008773,0.040299077,0.154192418,0.040299077,0.041978562,0.034079227,0.088227987,0.034690453,0.090852216,0.034599833,0.034714274,0.030609598,0.034714274,0.030609598,0.004573288,0.001549119,0.031689329,0.00160173,0.117414357,0.035786223,624
1,625,5.418387096,3.850293754,76.94424362,23.37282375,0.063797973,0.032776378,0.039436936,0.000953689,0.16846685,0.10584666,0.0679942,0.037216753,0.197940037,0.037644006,0.046710234,0.033192188,0.111030655,0.033727018,0.117128253,0.03369955,0.038788434,0.0299382,0.038788434,0.029633021,0.005497077,0.001599617,0.045793604,0.001359258,0.151049063,0.034699015,625
1,626,5.078278791,3.612451376,89.67515046,18.55025564,0.059716182,0.035156786,0.083909363,0.001327535,0.20002343,0.137334988,0.172701612,0.041367207,0.449469745,0.041367207,0.049787047,0.03541619,0.176179078,0.03644451,0.12933547,0.036438543,0.035461966,0.030807965,0.035461966,0.030807965,0.023233244,0.001968516,0.128157112,0.001812322,0.285515361,0.03783856,626
1,627,4.997619607,3.611215387,44.03447017,18.58611432,0.054207675,0.032333866,0.021812771,0.000968948,0.200638979,0.113554975,0.06915389,0.037262533,0.143694207,0.037262533,0.046274256,0.03343718,0.079056499,0.033368248,0.079896241,0.033211261,0.036041811,0.029877165,0.036041811,0.029663539,0.006407173,0.001508479,0.025581329,0.001455221,0.098432137,0.034313727,627
1,628,6.360875882,5.149706285,89.12953401,33.73896404,0.056057833,0.030014496,0.022621498,0.000892652,0.397446135,0.037508613,0.051117722,0.034729533,0.146227211,0.035019454,0.037862356,0.030653014,0.081545777,0.03086822,0.086366065,0.030830855,0.030777447,0.027740901,0.030777447,0.026733806,0.004521959,0.00136916,0.029113411,0.001275534,0.103601128,0.031738766,628
1,629,7.438452754,5.856229512,167.9924928,53.30087756,0.067765318,0.032501716,0.039642937,0.002090488,1.405303775,0.099431002,0.054062713,0.039002061,0.226871133,0.042603191,0.040426374,0.031827334,0.109086034,0.034610959,0.107576102,0.034302283,0.033340964,0.025757229,0.033340964,0.025757229,0.004885576,0.002342953,0.048241903,0.002954707,0.146852821,0.036850538,629
1,630,5.890653849,4.705775555,127.3502863,33.78562606,0.069459066,0.034729533,0.052185856,0.003189135,2.116464125,0.319807891,0.061738003,0.041397728,0.480842292,0.047501337,0.042685897,0.034099823,0.143412485,0.038046876,0.116243228,0.037827116,0.033936065,0.027878232,0.033936065,0.027878232,0.005773643,0.002792962,0.099270421,0.004116034,0.183184564,0.041107804,630
1,631,5.562127134,4.53624781,90.98870834,30.34494557,0.060318913,0.031631954,0.032394908,0.001022354,0.468024483,0.099276084,0.053131916,0.036453802,0.189547569,0.03743038,0.039169909,0.031945407,0.098048177,0.032699295,0.10331884,0.032684825,0.030838484,0.027374685,0.030838484,0.027374685,0.004633124,0.001910194,0.039600078,0.001499994,0.129671171,0.033646144,631
1,632,4.277256474,3.48554207,44.50525681,19.07609681,0.051422905,0.031494621,0.023392085,0.000930801,0.405384791,0.141859997,0.050736248,0.03558404,0.132341504,0.037140459,0.039240885,0.03197745,0.075689212,0.032442342,0.076478221,0.032440681,0.032166019,0.028671702,0.032166019,0.028671702,0.004465915,0.001524191,0.026954822,0.001374995,0.097611964,0.033356223,632
1,633,6.774425898,4.300251799,43.66912343,20.35855658,0.054943923,0.031933319,0.014869915,0.001029983,0.846921045,0.100907437,0.081528954,0.036560617,0.127443358,0.0430457,0.050935533,0.03233272,0.071006705,0.033103344,0.068268865,0.032890823,0.037521936,0.028686961,0.037521936,0.028686961,0.010360131,0.001525681,0.020243451,0.001869347,0.086934462,0.034061953,633
1,634,3.834119175,3.14216833,41.31845593,16.25018702,0.054047454,0.034393836,0.033203632,0.00137331,0.046993611,0.239740801,0.062577248,0.039322499,0.173815519,0.039902341,0.042601324,0.034912981,0.090610649,0.035636375,0.091294728,0.03570611,0.035965513,0.030243382,0.035965513,0.028152896,0.004584243,0.002442961,0.03663488,0.002035729,0.12132448,0.037109941,634
1,635,5.494239725,4.16656748,75.22169847,25.09750522,0.055191882,0.032227054,0.044983596,0.001266498,0.493158792,0.341113564,0.097322039,0.040527962,0.194140539,0.041367207,0.044308385,0.033601351,0.101104433,0.033733206,0.100175478,0.033386741,0.034851607,0.028946364,0.034851607,0.028946364,0.010109182,0.002885604,0.046724409,0.002287693,0.145143822,0.034882125,635
1,636,5.207217526,4.123704897,87.62117958,26.96108954,0.06261158,0.032303348,0.039345391,0.00137331,0.398151221,0.27084299,0.054016937,0.037216753,0.226947427,0.038620584,0.041327123,0.032727817,0.109389737,0.033659288,0.112634469,0.033646144,0.03416495,0.029587243,0.03416495,0.029114215,0.004190697,0.001797926,0.048642291,0.001749635,0.146311134,0.035019454,636
1,637,4.416510265,3.740352504,40.89788667,17.13980322,0.056198977,0.034012359,0.026764324,0.001762416,0.180803386,0.267301648,0.068192571,0.064789809,0.185168236,0.064789809,0.045066431,0.038166862,0.086832031,0.03639024,0.085687038,0.035439078,0.036728464,0.030014496,0.036728464,0.030014496,0.00596133,0.007253563,0.033126751,0.004175017,0.110467687,0.037575342,637
1,638,4.552056186,3.490714896,51.32527667,19.36995506,0.045914397,0.02964828,0.035095751,0.001480125,0.465688083,0.253396992,0.058060579,0.034775309,0.164080262,0.035980772,0.039241864,0.03009237,0.082516522,0.031141407,0.080766,0.030975815,0.032776378,0.026855879,0.032776378,0.02684062,0.004449986,0.001844595,0.036750152,0.001933458,0.116075382,0.032616161,638
1,639,5.369131029,4.056031151,83.59568177,26.68242936,0.059769589,0.03356985,0.047058828,0.001983672,0.533945191,0.232921722,0.057679102,0.039826047,0.224536508,0.058609903,0.044009271,0.033246157,0.112967138,0.036057337,0.11999695,0.035553522,0.037033647,0.029617762,0.037033647,0.029556725,0.0043208,0.002137089,0.051249299,0.004038055,0.157412067,0.037537195,639
1,640,4.283024363,3.295307845,46.51535833,16.71737245,0.057198444,0.033188373,0.037170984,0.001174942,0.166775208,0.218365527,0.058136873,0.038056001,0.180392161,0.039368276,0.04370433,0.03362559,0.095710614,0.034397886,0.096192874,0.034332801,0.035812926,0.030090792,0.035812926,0.030090792,0.005042259,0.00189212,0.039648509,0.00180156,0.130624861,0.035568781,640
1,641,6.492301818,3.829770371,43.09018088,18.33920812,0.057999542,0.032318607,0.019348443,0.001052875,0.073059969,0.073218704,0.126359954,0.035751887,0.126359954,0.037750822,0.055019507,0.032455681,0.078345783,0.033344015,0.081544213,0.033279926,0.038406957,0.029816128,0.038406957,0.02964828,0.020807483,0.001346888,0.022760843,0.001468885,0.097276263,0.034477759,641
