ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensityEdge_PI,Intensity_IntegratedIntensity_DAPI,Intensity_IntegratedIntensity_PI,Intensity_LowerQuartileIntensity_DAPI,Intensity_LowerQuartileIntensity_PI,Intensity_MADIntensity_DAPI,Intensity_MADIntensity_PI,Intensity_MassDisplacement_DAPI,Intensity_MassDisplacement_PI,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PI,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PI,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PI,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PI,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PI,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PI,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PI,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PI,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PI,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PI,Number_Object_Number
1,249,4.660608858,3.786526287,52.03556884,22.56769671,0.045059893,0.030746929,0.024811171,0.001052875,0.332996842,0.229970828,0.053116657,0.035690852,0.149019614,0.037033647,0.038838407,0.031554386,0.073496566,0.031875278,0.077042803,0.031784542,0.033234149,0.027801938,0.033234149,0.027481498,0.003625865,0.001745476,0.02689842,0.001565785,0.095506221,0.032867935,249
1,250,3.685221646,3.200015265,40.7185781,16.22230874,0.048035402,0.033371482,0.035431452,0.001266498,0.458506262,0.120898616,0.053101398,0.038345922,0.186266884,0.039108872,0.038387725,0.033333492,0.087005509,0.034663053,0.087953001,0.034714274,0.030075531,0.029449912,0.030075531,0.029449912,0.004262498,0.001620756,0.038484037,0.001745609,0.118150607,0.035904478,250
1,251,4.463736948,3.490440227,43.1198292,17.24890522,0.054016937,0.031525139,0.026947431,0.001297016,0.126441053,0.289926677,0.061264973,0.044693675,0.161959261,0.045761805,0.042110726,0.032928681,0.082922748,0.033170972,0.083543144,0.032639049,0.033340964,0.02885481,0.033340964,0.02885481,0.005716401,0.002919901,0.031196313,0.002510151,0.108232245,0.03416495,251
1,252,4.891371042,4.163439386,81.62435351,26.47780583,0.05899138,0.032532234,0.034332804,0.001129169,0.397678389,0.239461446,0.051697567,0.037079424,0.175097272,0.037933927,0.038213836,0.03252687,0.103584205,0.033601276,0.114122227,0.033737697,0.030014496,0.028213931,0.030014496,0.028213931,0.004954395,0.002134568,0.043553064,0.001681806,0.142061487,0.034805831,252
1,253,4.623483643,4.083268488,75.54683772,25.15823614,0.056652933,0.034138247,0.041870754,0.001495384,0.15019243,0.218708693,0.05349813,0.040375371,0.21457237,0.043015182,0.03852903,0.034027237,0.107158635,0.035685441,0.114831772,0.035393301,0.030365454,0.03041123,0.030365454,0.03041123,0.00450309,0.002257764,0.049212218,0.002390102,0.14832532,0.037216753,253
1,254,4.54361793,9.018066719,85.80384527,91.02207986,0.050484475,0.095220111,0.045197222,0.031494625,1.258791366,0.735912742,0.05586328,0.115266651,0.520103753,0.296940565,0.03916912,0.077741954,0.124173437,0.131725152,0.08767071,0.123376824,0.032867935,0.045929655,0.032867935,0.045929655,0.004207405,0.017771609,0.098898902,0.050727774,0.168192569,0.161142901,254
1,255,4.88476387,4.074479308,70.98078895,24.69234768,0.056824598,0.032074463,0.030365452,0.001220722,0.148579808,0.228186611,0.057801176,0.037582971,0.181841761,0.038467996,0.039393257,0.032858704,0.095919985,0.033368037,0.101716638,0.033142596,0.034103915,0.029205767,0.034103915,0.029205767,0.003545323,0.002180008,0.038622623,0.001770988,0.128206298,0.034546427,255
1,256,4.350408185,3.319417112,43.87632573,17.71035332,0.049050124,0.030781262,0.025871674,0.000991836,0.093667661,0.164049116,0.071412221,0.034515906,0.163500413,0.036224917,0.041041587,0.031315256,0.078772578,0.031795966,0.076081485,0.031754024,0.033966582,0.028015565,0.033966582,0.027924011,0.006464329,0.001397431,0.031504117,0.001418624,0.100728616,0.032772563,256
1,257,7.375600811,9.536217293,133.6028842,117.4729839,0.065217063,0.039826047,0.037796602,0.049179822,0.908878999,3.76089391,0.089646757,0.115724422,0.367513537,0.254642546,0.043132168,0.055767353,0.115573429,0.101620228,0.107835509,0.085755706,0.03167773,0.030243382,0.03167773,0.029739834,0.010882606,0.023760202,0.066047408,0.064860162,0.140108332,0.147295341,257
1,258,4.31131456,3.471015496,40.04409864,18.48653398,0.050530251,0.030678263,0.017318994,0.001403831,0.400732569,0.171133629,0.051590752,0.037644006,0.136507213,0.037644006,0.03849388,0.03099121,0.069763238,0.032206505,0.066514075,0.031967651,0.030289158,0.026459144,0.030289158,0.026459144,0.004794561,0.002082809,0.02517864,0.002036461,0.084855419,0.033600368,258
1,259,4.25618374,3.601632737,39.5725491,21.58489369,0.052212558,0.032238498,0.009262225,0.000869766,0.092075297,0.118753574,0.054047454,0.037064165,0.092591748,0.03759823,0.038692579,0.032742116,0.060787326,0.033156519,0.061638819,0.033066299,0.031326771,0.030243382,0.031326771,0.029861907,0.005590517,0.001375747,0.014288008,0.00133483,0.070675977,0.034012359,259
1,260,4.410955999,3.710246451,52.30362411,20.79720768,0.05195697,0.031815059,0.027908754,0.001129169,0.459904152,0.209755543,0.050095368,0.036987871,0.145967796,0.036987871,0.038356139,0.032263013,0.082758899,0.032906974,0.086366065,0.03292897,0.032303348,0.027634088,0.032303348,0.027634088,0.004265347,0.00208269,0.031724524,0.001634503,0.108720534,0.034119174,260
1,261,4.962066088,4.202792434,68.83051811,26.38777762,0.061615929,0.032761119,0.0243534,0.001022354,0.362003539,0.146356028,0.055252917,0.037094682,0.156878009,0.038742658,0.039381477,0.033355496,0.088244254,0.033830484,0.092515446,0.03369192,0.032196537,0.029907683,0.032196537,0.029907683,0.0048562,0.001403181,0.031927858,0.001470726,0.112962537,0.034821089,261
1,262,5.499458304,4.573739255,63.12164499,30.40010694,0.047035936,0.032898452,0.020660717,0.001434349,1.419531889,0.11768067,0.053696498,0.035400931,0.13812466,0.04055848,0.039281845,0.032669566,0.071566491,0.034467241,0.061768521,0.034058139,0.030655375,0.030472267,0.030655375,0.030472267,0.004959727,0.001046367,0.028677169,0.002088332,0.095414665,0.036049441,262
1,263,4.263157122,3.302830551,43.32385752,17.50078589,0.056717784,0.032516975,0.022697795,0.001106281,0.307018669,0.170407081,0.059021898,0.036224917,0.156649113,0.037964448,0.041795658,0.032380692,0.083155197,0.03359076,0.085526817,0.033531699,0.033112079,0.028213931,0.033112079,0.028213931,0.005860241,0.001580809,0.029536489,0.001703732,0.10572595,0.034756236,263
1,264,3.590569947,3.238361182,45.97203028,17.4708477,0.049240864,0.031162737,0.036827648,0.002380405,0.56254297,0.374583872,0.046494238,0.039383534,0.207995728,0.039459832,0.035201666,0.031748639,0.088578093,0.03366252,0.081483178,0.034271762,0.027252613,0.027145799,0.027252613,0.026672771,0.004744488,0.003282641,0.04508782,0.00315966,0.122201875,0.036255438,264
1,265,4.049347695,2.814480817,27.03608762,11.59085988,0.047219044,0.030991074,0.02601663,0.001052873,0.061827502,0.139932828,0.100633249,0.037964448,0.140108332,0.037964448,0.045498289,0.03162338,0.074685325,0.03201895,0.075303271,0.031906616,0.033142596,0.028564889,0.033142596,0.028305486,0.016053512,0.001788099,0.028218049,0.001508844,0.099649042,0.033134967,265
1,266,5.541939422,4.297535688,44.76728469,20.87446409,0.046623942,0.031555656,0.02104982,0.001213092,0.514474846,0.239571098,0.101960786,0.036163881,0.138506144,0.038498513,0.040749555,0.031599527,0.070058348,0.032667393,0.071190968,0.032654308,0.027939269,0.026810102,0.027939269,0.026810102,0.016376162,0.002141404,0.026209788,0.001936763,0.088761732,0.033951323,266
1,267,3.991165025,3.157534167,48.77955296,16.32138553,0.055180439,0.031723507,0.039887082,0.001235982,0.401142353,0.249850239,0.056260012,0.037933927,0.174959943,0.038605325,0.03991165,0.031575342,0.098147994,0.03283981,0.100106813,0.033081561,0.030579081,0.026260776,0.030579081,0.026260776,0.006065028,0.00251929,0.043559696,0.002135449,0.136591136,0.034252688,267
1,268,4.088487078,3.194735639,38.78878473,15.14332805,0.05523766,0.03262379,0.026230261,0.001174945,0.269050531,0.109026334,0.057846952,0.036591135,0.186114296,0.04072633,0.042588407,0.033278496,0.086970369,0.03395365,0.090821698,0.033615626,0.032959487,0.030670634,0.032959487,0.029999238,0.005558746,0.001433727,0.033128404,0.001909626,0.112390324,0.035133898,268
1,269,5.34410622,4.31360342,97.04650952,31.16330218,0.053303577,0.031708248,0.040642403,0.001457237,0.096552145,0.083203129,0.057526514,0.034592204,0.205401689,0.039383534,0.038725407,0.031257996,0.103350915,0.033187755,0.111657891,0.033257037,0.031738766,0.028442817,0.031738766,0.027542535,0.003755736,0.001354595,0.046683025,0.00200567,0.142847329,0.034622721,269
1,270,3.907896571,2.943465343,39.83752192,14.97427336,0.055195696,0.031185627,0.028023193,0.001403831,0.169287546,0.270186445,0.057297628,0.037552454,0.167299911,0.038056001,0.042477137,0.031994189,0.086791987,0.032623689,0.087701228,0.03244831,0.035065234,0.028427558,0.035065234,0.028274968,0.005290639,0.002467099,0.032718388,0.001962812,0.111657895,0.033981841,270
1,271,4.357793562,3.884779131,78.78306257,25.6187382,0.051850156,0.030167086,0.041008614,0.001022354,0.41698948,0.150489246,0.049622338,0.034897383,0.195651174,0.035629816,0.034045262,0.030349837,0.095959881,0.03120431,0.099923708,0.03106737,0.027328908,0.026581217,0.027328908,0.026581217,0.004185945,0.00158575,0.044686565,0.001549041,0.137479976,0.032162204,271
1,272,4.25476465,3.555901427,44.34770743,18.17270162,0.049988557,0.032730602,0.028519109,0.001098648,0.237778786,0.122204056,0.07104601,0.044388495,0.195284963,0.044388495,0.040139289,0.03354624,0.08273826,0.033904294,0.078797586,0.033737697,0.03150988,0.030365454,0.03150988,0.030365454,0.005208245,0.002242994,0.03625253,0.001728714,0.107011519,0.034912642,272
1,273,3.78390174,2.316411089,16.83739987,7.240497455,0.051819637,0.030853743,0.021194786,0.001190204,0.416508597,0.181429625,0.122621499,0.035812926,0.141420618,0.036453802,0.052554191,0.032172376,0.074501769,0.032037599,0.074921794,0.031952392,0.032135502,0.026962692,0.032135502,0.026962692,0.022336704,0.001961645,0.026575776,0.001703237,0.094560158,0.033241779,273
1,274,4.174654763,2.936049445,25.94418256,10.35625242,0.060280764,0.033173114,0.029083692,0.001663234,0.456326972,0.36301249,0.115785457,0.052811474,0.146150917,0.052811474,0.052843731,0.037165183,0.089462698,0.035711215,0.093827724,0.03463798,0.032471199,0.028595407,0.032471199,0.028595407,0.022454371,0.006435154,0.033694769,0.004112902,0.117570762,0.03650721,274
1,275,4.589181356,3.003799517,36.94549476,15.75577941,0.055580989,0.028156711,0.013290608,0.00094606,0.332141672,0.138628104,0.059708554,0.033630885,0.101884492,0.033630885,0.044126744,0.028882688,0.068291118,0.029123437,0.069184408,0.029068436,0.035477225,0.026077669,0.035477225,0.025986115,0.005011707,0.001636958,0.016570299,0.001347294,0.08225376,0.030064087,275
1,276,4.771999709,4.195468064,63.98406971,24.24641801,0.053131915,0.032272831,0.031746399,0.001327533,0.40756647,0.070162584,0.05101091,0.053009842,0.166903183,0.054291598,0.038483869,0.03383442,0.089991659,0.034101854,0.094880596,0.033554588,0.032425422,0.027801938,0.032425422,0.027801938,0.004220241,0.004184256,0.03685945,0.003256422,0.118966967,0.034988936,276
1,277,19.79348444,11.66311131,302.6837421,105.1892274,0.066689558,0.034027617,0.042023353,0.004730295,1.690533202,3.066877971,0.502037108,0.104707405,0.502037108,0.109437704,0.067554554,0.039805841,0.126698929,0.044030652,0.106210425,0.03747616,0.030350195,0.026749065,0.030350195,0.026749065,0.094167164,0.016434669,0.084620056,0.015893387,0.153154805,0.049755856,277
1,278,5.033737686,4.058304727,70.25957127,25.39906928,0.060757611,0.032627605,0.027786676,0.00094606,0.353106684,0.078941905,0.060212102,0.039398793,0.177248806,0.039398793,0.040594659,0.032728264,0.092813172,0.033552271,0.096444648,0.033615626,0.03447013,0.028000304,0.03447013,0.028000304,0.004829801,0.001924825,0.035150526,0.001492281,0.121900514,0.034485389,278
1,279,4.390890356,3.61686123,43.29266807,19.36252389,0.053818569,0.032654308,0.020691231,0.00111391,0.489397958,0.028243642,0.056198977,0.036713205,0.146990165,0.038513772,0.040283398,0.033182213,0.075686483,0.033850566,0.07579156,0.033722438,0.032181278,0.030273899,0.032181278,0.029907683,0.005396349,0.001233054,0.026176189,0.001574023,0.095399402,0.034912642,279
1,280,6.348302461,4.611123852,40.13154804,21.9741208,0.057003892,0.034332801,0.00840009,0.001144428,0.137873381,0.043044385,0.091645688,0.038361181,0.09469749,0.04008545,0.0480932,0.034932756,0.064832872,0.035499387,0.066872664,0.035431448,0.033707179,0.0312047,0.033707179,0.031128405,0.012572352,0.001452949,0.013152725,0.001571638,0.073991001,0.036667429,280
1,281,4.425268967,3.574441155,44.44759293,18.74370954,0.046723126,0.031357288,0.028030828,0.000930801,0.259931874,0.175937984,0.057526514,0.037216753,0.154390782,0.037445638,0.03951133,0.031914653,0.07689895,0.032428563,0.076722361,0.032257572,0.033279926,0.028519113,0.033279926,0.028290227,0.004228214,0.0018921,0.029672696,0.00160544,0.103295948,0.033279926,281
1,282,4.990310546,3.376607928,71.9352103,21.16115061,0.055924315,0.028488593,0.034851596,0.001022356,0.432306301,0.124561573,0.067917906,0.032333866,0.199389637,0.034576945,0.042290767,0.028615321,0.100468171,0.02955468,0.105241477,0.029602503,0.030518044,0.025284199,0.030518044,0.025284199,0.00564661,0.001290195,0.042453973,0.001411883,0.134264126,0.030487526,282
1,283,5.724422079,5.334554071,156.6941025,46.46179917,0.058983751,0.034317542,0.06353857,0.005813688,1.530470571,0.711171298,0.048401617,0.04274052,0.387151897,0.052292667,0.037660672,0.03509575,0.136731329,0.040542582,0.120454721,0.041062027,0.031769283,0.02996872,0.031769283,0.029373618,0.003685326,0.003325284,0.084530441,0.006130807,0.19116503,0.046028841,283
1,284,3.770977346,3.274158854,42.63344777,16.18789966,0.043102924,0.029232472,0.033226518,0.001518272,0.761177655,0.353514177,0.042587928,0.035431448,0.160524905,0.036835279,0.034281612,0.02976508,0.080898383,0.030717077,0.073357746,0.030769818,0.027679866,0.024567025,0.027679866,0.024567025,0.00379019,0.002713448,0.040642463,0.002142732,0.115014875,0.03221561,284
1,285,5.536018927,4.078080432,45.50510425,22.40199903,0.052368963,0.03150988,0.014389254,0.001510642,0.362837268,0.111831583,0.074876018,0.037888151,0.118684672,0.039581902,0.043250148,0.031860003,0.067514991,0.033237387,0.065751128,0.032700084,0.034271762,0.02885481,0.034271762,0.02885481,0.006959564,0.001815422,0.019754682,0.002287389,0.080933854,0.034889754,285
1,286,4.408560319,3.586266907,47.61211573,21.27444887,0.055848021,0.031891357,0.016411077,0.001838714,0.263577775,0.225009102,0.052216373,0.038605325,0.121995881,0.046829939,0.039362146,0.03202024,0.076179385,0.034039118,0.082757305,0.033440147,0.031158922,0.026337072,0.031158922,0.026337072,0.004483099,0.002575505,0.023305209,0.003452142,0.09504845,0.035553522,286
1,287,4.836072315,3.965026356,41.50911729,20.6052187,0.052590219,0.032524604,0.015274279,0.001251239,0.587062635,0.214584072,0.061554894,0.038376439,0.113054097,0.038376439,0.040983664,0.033601918,0.068047733,0.033779047,0.069657438,0.03369192,0.031219959,0.029114215,0.031219959,0.029114215,0.006475827,0.001839172,0.019392193,0.001712793,0.083527885,0.034996565,287
1,288,4.303059455,3.404562442,44.43486697,18.57836273,0.050549326,0.031467918,0.024185549,0.00099184,0.205493484,0.117897747,0.057389181,0.036438543,0.142900735,0.037537195,0.040594901,0.032118514,0.077547761,0.032422972,0.079118028,0.032349128,0.032974746,0.028534371,0.032974746,0.028534371,0.004693765,0.001644131,0.027644624,0.001455897,0.100331886,0.033489738,288
1,289,5.111802846,3.889600977,52.7766538,22.33257045,0.062439919,0.032639049,0.018280305,0.000930801,0.493945229,0.143814149,0.061768521,0.036820021,0.129854277,0.037857633,0.044067266,0.033531043,0.079482912,0.033633389,0.080720223,0.03356985,0.035156786,0.028442817,0.035156786,0.028442817,0.006288748,0.001466439,0.023228097,0.001336098,0.098847941,0.034531165,289
1,290,3.979858104,3.40914017,81.72991519,17.41733434,0.049637597,0.033966582,0.04925612,0.001083393,0.915067613,0.072265224,0.055268176,0.038086519,0.582085907,0.0402533,0.040610797,0.034787145,0.164778055,0.035115593,0.090501256,0.035049975,0.033539329,0.0312047,0.033539329,0.031128405,0.00381188,0.001316792,0.152443116,0.001627995,0.241184101,0.036148623,290
1,291,4.088502346,3.767803475,63.96868853,21.67566955,0.048405432,0.031998169,0.044708941,0.001228351,0.628743438,0.127062173,0.052414741,0.038757917,0.182986185,0.038757917,0.03524571,0.032481064,0.097961238,0.033193981,0.102365147,0.03322652,0.027481498,0.027512016,0.027481498,0.027512016,0.00516532,0.002386355,0.047574782,0.001807782,0.142317086,0.034435797,291
1,292,4.546959653,3.63866639,49.11192496,19.80717181,0.05397116,0.031296253,0.024605174,0.001060501,0.172311177,0.152641013,0.054062713,0.037903409,0.15095751,0.037903409,0.039885611,0.031918126,0.080117333,0.032311863,0.081261922,0.032303348,0.033005264,0.027634088,0.033005264,0.027634088,0.004368704,0.001847467,0.028518962,0.001445008,0.104245825,0.033398185,292
1,293,4.994110022,3.717402954,45.59874884,20.36730003,0.054398414,0.03106737,0.014938585,0.00094606,0.309107004,0.13248047,0.073823147,0.035217822,0.118776225,0.036011294,0.042684701,0.031772675,0.071696146,0.032024057,0.074540325,0.03198291,0.034042876,0.029007401,0.034042876,0.027954528,0.007928271,0.001433472,0.020839571,0.0013469,0.0870222,0.032959487,293
1,294,3.953475256,3.447516598,42.37425809,19.42146947,0.048527503,0.033432517,0.023315787,0.001327533,0.261185399,0.147680762,0.052384224,0.03918517,0.131975278,0.040451668,0.038014185,0.033149198,0.075803682,0.034743237,0.078538187,0.034683757,0.031265736,0.028793775,0.031265736,0.028793775,0.004077132,0.002372348,0.026893449,0.002131611,0.098020144,0.036106661,294
1,295,2.96830702,22.4896469,24.26973379,172.5498741,0.041550316,0.334798187,0.024917983,0.202853441,0.791006066,1.097812933,0.052368965,0.546501875,0.173556119,1,0.037103838,0.281120586,0.075842918,0.539218357,0.0620737,0.480064094,0.028946364,0.108018614,0.028946364,0.108018614,0.004941643,0.127693999,0.040123567,0.274113016,0.10592813,0.775433004,295
1,296,3.726359945,3.093705658,40.04391545,16.2916762,0.054032197,0.032639049,0.02764935,0.001159683,0.229555873,0.074428434,0.054901961,0.036270697,0.139147013,0.038269628,0.039642127,0.032911762,0.083078663,0.033800158,0.086152434,0.033798732,0.031937134,0.030060273,0.031937134,0.029678797,0.004603756,0.001510468,0.030986931,0.001593685,0.110589761,0.03493553,296
1,297,5.093904044,4.224506,86.93012904,27.99615479,0.054741742,0.033112079,0.04136721,0.000976577,0.375261402,0.056655331,0.051819637,0.035629816,0.213427946,0.039902341,0.039183877,0.0324962,0.105754415,0.034058582,0.113679715,0.034134433,0.033127338,0.028961623,0.033127338,0.028961623,0.003254296,0.001350041,0.047198607,0.001543273,0.146379799,0.035095751,297
1,298,3.945052262,3.069947373,57.88020146,17.08674763,0.058258945,0.033516441,0.054383151,0.001831081,0.534131536,0.229412826,0.057694361,0.037628748,0.266468287,0.040634774,0.041094294,0.031978618,0.119095065,0.035157917,0.111955442,0.035614558,0.031921875,0.027328908,0.031921875,0.027328908,0.006612151,0.002400694,0.063977325,0.002692078,0.169214927,0.037232015,298
1,299,2.807324324,1.484504461,6.139360629,3.060929287,0.054543372,0.033577479,0.01200122,0.000755321,0.614383707,0.024097158,0.109086744,0.037506677,0.109086744,0.037506677,0.065286612,0.03452336,0.06898158,0.034392464,0.070595864,0.034355689,0.033020522,0.031647213,0.033020522,0.031647213,0.023984151,0.001204299,0.018942921,0.001127317,0.08068208,0.035072863,299
1,300,5.099931344,4.07309074,82.55172057,26.20094616,0.054825665,0.032349128,0.042160682,0.001159687,0.56096189,0.135028579,0.052796215,0.036743727,0.212970167,0.038437475,0.040475646,0.032326117,0.10556486,0.033505046,0.112169072,0.033463035,0.034195468,0.027527276,0.034195468,0.027527276,0.003447425,0.001714016,0.048341552,0.001730804,0.146097511,0.034683757,300
1,301,5.491813567,3.751445802,33.87794321,16.68847185,0.053074692,0.033237964,0.013366904,0.001068134,0.515397006,0.197598329,0.107576102,0.036789503,0.107576102,0.038742658,0.049925578,0.034104053,0.069851429,0.03440922,0.07489891,0.034607463,0.031815059,0.029663539,0.031815059,0.029663539,0.021420974,0.001583118,0.019553234,0.001577676,0.085969329,0.035458151,301
1,302,4.514946211,3.764583822,85.28667136,25.00144969,0.060135804,0.032745861,0.05256734,0.00141909,0.45181935,0.237415578,0.05491722,0.038010225,0.209094375,0.040527962,0.03892195,0.032453309,0.116511846,0.034154986,0.121782251,0.034195468,0.031616695,0.027206836,0.031616695,0.027206836,0.004862368,0.002320476,0.055394244,0.002019997,0.169405654,0.035568781,302
1,303,5.190722525,4.115098823,81.85438306,26.85239957,0.053437095,0.032089721,0.040421151,0.001129169,0.451933852,0.183338172,0.063523307,0.036469061,0.215365842,0.038056001,0.04055252,0.03214921,0.10130493,0.033233168,0.10627909,0.033142596,0.031311512,0.027969787,0.031311512,0.027969787,0.004757789,0.001872306,0.045001912,0.001721225,0.138612956,0.034378577,303
1,304,4.790859871,3.679591063,66.79670419,20.99273678,0.055283437,0.031616695,0.040283814,0.001182575,0.308728832,0.186907447,0.055436026,0.036346991,0.184390023,0.038025483,0.042025087,0.032277115,0.104533183,0.032852483,0.11351186,0.032722972,0.035339896,0.029282063,0.035339896,0.029083695,0.004125342,0.001824116,0.045613004,0.001659189,0.145094231,0.033985656,304
1,305,5.673167024,4.392416291,71.1028916,26.73035787,0.056885634,0.032822154,0.027542531,0.001327533,0.677394277,0.138172582,0.077637903,0.03747616,0.151628897,0.039368276,0.042655391,0.033025686,0.090924414,0.034182043,0.096223392,0.033951323,0.033386741,0.029419394,0.033386741,0.029419394,0.006056445,0.001692932,0.033234837,0.001875537,0.119256884,0.035492484,305
1,306,4.408987574,3.378179623,45.13528657,18.15080501,0.051567866,0.031914245,0.026184484,0.001098651,0.210924661,0.105673374,0.0620737,0.03978027,0.174334332,0.03978027,0.042394111,0.032482496,0.082064157,0.033001464,0.081055924,0.032913711,0.032944229,0.028793775,0.032944229,0.028763257,0.005808966,0.001888209,0.032408301,0.001610748,0.103654534,0.034134433,306
1,307,4.808712911,3.302327015,38.92184335,16.77503629,0.055527581,0.028717479,0.012924396,0.000930801,0.199459293,0.194300186,0.065873198,0.033356223,0.102479592,0.033417258,0.043321738,0.029750694,0.068766508,0.029637873,0.070984967,0.029480431,0.033798732,0.026291294,0.033798732,0.026291294,0.005716574,0.001632375,0.017193915,0.001377104,0.082093537,0.030556191,307
1,308,4.118608382,3.746990172,76.294667,24.40944542,0.047203785,0.029190509,0.046875715,0.001327535,0.367037654,0.252397585,0.045761805,0.035400931,0.206088349,0.036041811,0.032687368,0.029738017,0.095607352,0.030588277,0.095811397,0.030395972,0.026855879,0.025436789,0.026855879,0.025436789,0.003948051,0.002269608,0.048687502,0.001933235,0.138162814,0.031906616,308
1,309,4.768154435,3.549446888,41.65763338,17.64383922,0.058419166,0.031540398,0.019012742,0.000961319,0.250564991,0.18448846,0.064820327,0.0371252,0.123979554,0.037140459,0.043346858,0.032267699,0.076859102,0.032553209,0.078309298,0.032440681,0.034607463,0.02887007,0.034607463,0.028763257,0.006692601,0.001693403,0.023538556,0.001533506,0.096269168,0.033463035,309
1,310,6.368154414,4.400946081,48.29350735,21.87742439,0.053189136,0.033398185,0.019432364,0.001464866,0.193596183,0.151749296,0.125123978,0.039520867,0.136812389,0.040192265,0.049365538,0.034115861,0.077023138,0.034892224,0.079713129,0.034630351,0.031631954,0.030746929,0.031631954,0.030746929,0.023036846,0.001818402,0.026209026,0.001940545,0.095914396,0.036366064,310
1,311,3.852796232,3.5816129,47.09616237,21.10438707,0.044190127,0.029510949,0.02276646,0.001174945,0.385144357,0.174734555,0.042862594,0.033798732,0.136064693,0.035919737,0.032106635,0.029846774,0.068653298,0.030764413,0.070939191,0.030624857,0.026550699,0.026337072,0.026550699,0.026337072,0.003504738,0.001570533,0.026725514,0.001708862,0.090547033,0.031868469,311
1,312,5.287373148,4.609308017,58.62737468,26.979141,0.05166705,0.031815059,0.019989319,0.001434349,0.274352651,0.196865897,0.063828491,0.039353017,0.119935915,0.039353017,0.0374991,0.032690128,0.0722012,0.033225543,0.075562678,0.033020522,0.02996872,0.028946364,0.02996872,0.028625926,0.005546632,0.002289859,0.0238431,0.001962381,0.092439152,0.034699015,312
1,313,4.296696432,3.587075615,42.6452888,18.7387198,0.055077439,0.032562751,0.019760437,0.000961319,0.404125682,0.064823248,0.050736248,0.036835279,0.148409247,0.038452737,0.039784226,0.033213663,0.076425249,0.033581935,0.077470057,0.033554588,0.031845577,0.029907683,0.031845577,0.029907683,0.005055247,0.001297718,0.02611922,0.001349158,0.095208667,0.034493018,313
1,314,5.587624937,3.604165724,73.07548638,23.00041208,0.064179447,0.029266804,0.023430232,0.001007095,0.258915951,0.101912118,0.066010527,0.031723507,0.162554353,0.03527886,0.045061491,0.029065853,0.096278638,0.030303573,0.105218586,0.030319676,0.033020522,0.025314717,0.033020522,0.025314717,0.006096711,0.001258659,0.033019391,0.001438168,0.122594796,0.031280994,314
1,315,4.280155648,3.23912414,48.71076537,17.91601438,0.052658886,0.031609064,0.031494625,0.001174945,0.521868944,0.079323672,0.061905853,0.034561686,0.1740444,0.037827116,0.041155343,0.031145424,0.089213856,0.032813213,0.092103459,0.032898452,0.032471199,0.028061341,0.032471199,0.028061341,0.006197322,0.001273276,0.035868806,0.001672652,0.117189288,0.033958953,315
1,316,6.786923032,5.470572997,163.3734954,38.96842922,0.054608226,0.032959487,0.055848021,0.001388572,2.923856855,0.167576312,0.061097123,0.037613489,0.671015501,0.039993897,0.040398351,0.032562935,0.143688211,0.034273025,0.106179904,0.034424353,0.03321889,0.026657511,0.03321889,0.026657511,0.003980747,0.002513727,0.128344466,0.002183709,0.181254294,0.035763334,316
1,317,4.147508977,3.296559103,42.43917005,16.30809499,0.048584726,0.030853743,0.032181278,0.001602197,0.759337711,0.292797595,0.051590752,0.035202563,0.166765854,0.037170976,0.039127443,0.031099614,0.084204702,0.032357331,0.079926759,0.032471199,0.030579081,0.026749065,0.030579081,0.026749065,0.004534734,0.002097796,0.03794838,0.002060777,0.113817044,0.034042876,317
1,318,3.690897996,3.194552541,45.57778285,16.93171589,0.049370566,0.03026627,0.033997104,0.001312276,0.453312039,0.26660589,0.048889905,0.037888151,0.181338221,0.038498513,0.036185274,0.031319143,0.085351653,0.031707333,0.084351875,0.031647213,0.029205767,0.026398107,0.029205767,0.026398107,0.004477448,0.002658119,0.038852905,0.001999138,0.117257953,0.032875564,318
1,319,4.559487298,3.52999163,48.10087742,18.28796834,0.063447013,0.032379646,0.02246128,0.001007095,0.074134119,0.176650901,0.057511255,0.038437475,0.142885476,0.038437475,0.043014031,0.033301808,0.088096845,0.033494448,0.092042424,0.033249408,0.034088656,0.028213931,0.034088656,0.028213931,0.00500372,0.002200177,0.029268727,0.001692437,0.11155108,0.034393836,319
1,320,4.858258948,2.982955676,37.267155,13.85139242,0.061425194,0.02902266,0.018936448,0.00094606,0.284748697,0.172127928,0.065094985,0.034317542,0.128511488,0.034317542,0.048582589,0.029829557,0.080664838,0.029981369,0.081528954,0.029999238,0.039124131,0.025558861,0.039124131,0.025558861,0.006138106,0.001737724,0.023626005,0.001412192,0.09894713,0.030922407,320
